user_id,distance,duration,variance,velocity,displacement,gradient,finalGradient
1,638.2275,272,0.64164823,2346.424632352941,645.3309228605119,1.6164105,-1.5872093023255813
2,22.2786,204,2.0625,109.20882352941177,33.95585369269929,2.25,-4.125
2,12.851763,967,2.642857,13.290344364012409,6.4031242374328485,2.6666667,1.25
2,73.294014,382,4.623016,191.86914659685863,77.83315488916018,2.3333333,2.7037037037037037
2,471.4945,352,6.6304355,1339.4730113636365,390.2832304878087,2.2659557,-6.015625
2,1107.032,1018,11.568808,1087.4577603143418,324.2298567374695,2.3527853,0.5
2,4.0,288,0.22222222,13.888888888888888,2.0,0.33333334,-0.0
2,501.67566,203,0.006558781,2471.308669950739,502.06374097319554,0.043462303,0.01593625498007968
2,7.3983455,276,5.2631426,26.80559963768116,3.605551275463989,1.4394848,-1.5
2,328.68634,165,9.629717,1992.038424242424,326.18553002854065,2.8201973,-0.03374233128834356
2,40.919746,136,0.20706682,300.88048529411765,39.44616584663204,0.4710575,0.5882352941176471
2,180.27153,283,0.6389559,637.0018727915194,169.2572007330855,1.0568376,-0.7101449275362319
2,29.618864,266,0.1328517,111.34911278195487,12.041594578792296,0.25809523,0.08333333333333333
2,441.4094,185,36.362232,2385.996756756757,441.0770907675891,4.4869046,-3.6016949152542375
2,96.19248,193,0.7753656,498.4066321243523,80.05623023850174,0.87642854,-1.1320754716981132
2,13.950845,118,0.26797387,118.2275,12.206555615733702,0.6666667,-0.7
2,87.763756,158,0.11888423,555.4668101265822,85.58621384311844,0.33962962,-0.581081081081081
2,473.50125,565,0.94957536,838.0553097345133,462.46729614103526,1.3034778,0.9818181818181818
2,76.40914,323,0.5140858,236.56080495356036,75.0066663703967,1.1243132,-0.9272727272727272
2,14.430753,49,0.56,294.5051632653061,5.385164807134504,0.8,-0.4
2,12.236068,22,0.08524691,556.1849090909092,9.899494936611665,1.1611111,1.0
2,177.14894,482,0.23577277,367.52892116182574,173.7728402253931,0.60083663,0.5695364238410596
2,19.57649,1070,1.1666666,18.295785046728973,8.246211251235321,1.5,-4.0
2,5.8863497,33,0.36,178.37423333333336,3.605551275463989,1.3,-0.6666666666666666
2,722.26605,542,0.41164875,1332.5941881918818,572.9546229851017,0.61958915,0.15724381625441697
2,77.552246,167,0.1257189,464.3847065868263,59.22837157984339,0.3620818,0.20689655172413793
2,380.6695,134,0.023854082,2840.817164179105,369.67553340733815,0.08722642,-0.14207650273224043
2,37.24082,162,0.6141,229.88160493827158,35.38361202590826,1.0966667,-0.9230769230769231
2,161.53502,107,0.007935785,1509.6730841121496,167.88686666919483,0.17114262,-0.18787878787878787
2,11.567196,43,0.122476265,269.0045581395349,8.54400374531753,0.2720238,-0.375
2,373.08386,283,58.65632,1318.317526501767,237.25513693068902,5.9029913,21.545454545454547
2,397.58145,73,16.210724,5446.321232876713,87.80091115700337,1.7101712,-0.25882352941176473
2,139.51003,149,0.17879997,936.3089261744967,136.60527076214885,0.35744834,0.7363636363636363
2,97.187584,140,0.51154006,694.1970285714286,105.75916035975324,1.3223839,1.1911764705882353
2,208.88766,956,23.635614,218.50173640167364,132.30646242719968,5.8526382,-0.6486486486486487
2,422.89142,195,0.26817602,2168.673948717949,319.75146598569336,2.6845238,-3.1770833333333335
2,159.88347,121,1.6882046,1321.350991735537,9.219544457292887,1.2391047,1.1666666666666667
2,123.19488,156,8.826384,789.7107692307692,140.470637501223,2.9580026,-1.878787878787879
2,23.172169,131,0.06249711,176.886786259542,27.294688127912362,0.63265306,-0.5416666666666666
2,1153.3308,281,0.15947162,4104.380071174377,1211.1894979729639,0.17957158,0.09286898839137644
2,330.43967,120,0.01223849,2753.6639166666664,239.10248848558643,0.03610675,0.029288702928870293
2,465.5513,152,1.6229877,3062.8375,350.77058029430003,0.9695135,-0.12643678160919541
2,411.63873,423,6.3385615,973.1412056737588,393.51238862328086,3.0276217,4.465116279069767
2,98.642136,158,0.10486926,624.3173164556962,108.81176406988355,1.5303571,-1.375
2,65.38537,246,3.05192,265.79418699186994,62.24146527838174,1.403467,-0.43859649122807015
2,157.89343,39,0.41139594,4048.549487179487,106.00471687618433,0.28988096,1.9183673469387754
2,777.65375,333,0.093590766,2335.2965465465463,816.6284344792311,0.32039338,-0.19850187265917604
2,225.33342,161,0.065945,1399.586459627329,178.5721142843977,0.26213807,-0.27906976744186046
2,594.9377,240,0.011802228,2478.907083333333,631.6486365060879,0.111143865,-0.15705128205128205
2,85.79172,97,0.101871535,884.4507216494844,90.80198235721508,0.3313492,0.2988505747126437
2,191.80615,204,1.445024,940.226225490196,188.66372200293304,2.364143,-1.7157894736842105
2,419.62955,136,0.014923329,3085.5113970588236,430.0290687848904,0.59740937,-0.5737265415549598
2,194.42844,159,0.026692014,1222.8203773584905,196.32880583347927,0.18212421,-0.18652849740932642
2,26.0,64,0.030612245,406.25,25.019992006393608,0.071428575,0.04
2,102.33718,181,2.2103584,565.3987845303867,99.29753269845128,2.8983333,-2.9375
2,691.7644,513,9.503452,1348.4686159844055,635.5737565381378,2.445538,-0.6
2,1.0,29,0.0,34.48275862068965,1.0,0.0,-0.0
2,85.34943,50,0.3673778,1706.9886,81.15417426109393,2.4133334,2.4193548387096775
2,62.762566,83,42.68484,756.1754939759036,61.032778078668514,7.225926,30.5
2,71.61281,114,7.1,628.1825438596491,60.207972893961475,3.0,-12.0
2,1131.0057,416,0.28976795,2718.7637019230765,995.1688298977215,0.7964907,0.3336864406779661
2,539.0231,282,0.019193871,1911.4294326241134,533.8801363602133,0.21843562,0.21455938697318008
2,129.62682,136,0.1169046,953.1383823529412,128.73616430514,0.38183498,-0.3089430894308943
2,27.591831,1008,0.71972317,27.372848214285714,23.323807579381203,1.5294118,-1.6666666666666667
2,34.98354,245,1.3333334,142.78995918367346,31.32091952673165,2.8333333,3.3333333333333335
2,12.812559,115,0.6875,111.41355652173914,12.649110640673518,2.25,3.0
2,23.219822,64,0.037414964,362.80971875,23.345235059857504,0.88095236,-0.9411764705882353
2,458.2275,696,0.21046004,658.3728448275863,447.4036209062238,0.707634,-0.6856368563685636
2,158.8595,284,3.4216733,559.3644366197184,142.87407042567241,2.6737156,3.72972972972973
2,18.658274,69,0.125,270.40976811594203,21.633307652783937,1.5,1.5
2,394.38135,915,15.025994,431.017868852459,308.05843601498725,2.3666663,1.3888888888888888
2,926.18866,434,0.09592758,2134.075253456221,757.0026420033156,0.36970237,-0.002642007926023778
2,23.682224,83,0.02605677,285.32800000000003,51.92301994298868,0.15506756,0.28
2,2.236068,21,0.0,106.47942857142857,2.23606797749979,2.0,2.0
2,365.31006,287,7.130863,1272.8573519163765,152.26621424334422,2.532568,1.5119047619047619
2,10.472136,40,0.0,261.8034,12.041594578792296,2.0,12.0
2,116.44916,101,0.63717043,1152.9619801980198,109.89540481748998,0.64408344,0.12844036697247707
2,8.414213,104,0.0,80.90589423076923,5.0990195135927845,1.0,5.0
2,34.21052,143,0.072289035,239.23440559440562,26.570660511172846,0.22965369,0.36
2,20.596256,648,1.0347222,31.784345679012343,18.788294228055936,1.0833334,2.125
2,3.0,249,0.0,12.048192771084338,3.0,0.0,-0.0
2,8.414213,104,0.0,80.90589423076923,5.0990195135927845,1.0,5.0
2,34.21052,143,0.072289035,239.23440559440562,26.570660511172846,0.22965369,0.36
2,14.0,2447,0.063578226,5.721291377196567,8.246211251235321,0.3880776,0.25
2,316.88187,185,0.38728738,1712.874972972973,321.0763149159402,0.8153439,0.7164750957854407
2,20.472136,59,0.16,346.9853559322034,20.09975124224178,0.3,0.1
2,297.1196,175,0.052960195,1697.8262857142856,288.61739379323626,1.2168846,-1.2307692307692308
2,292.7909,583,0.23199733,502.2142367066895,292.97098832478275,0.7206683,-0.5748031496062992
2,147.32413,313,1.1189675,470.6841214057508,144.10065926289164,2.0324917,-3.6578947368421053
2,474.6349,646,0.5482695,734.7289473684211,451.2028368705144,1.1644212,1.3235294117647058
2,31.963305,154,1.6278446,207.55392857142857,27.459060435491963,0.52161974,5.4
2,387.97015,504,13.766827,769.7820436507936,378.92611417003184,4.916905,8.0
2,254.21436,184,5.0607753,1381.5997826086957,240.40174708183798,2.3992348,3.6825396825396823
2,204.43126,206,9.267391,992.3847572815534,202.8003944769339,4.4383335,-11.222222222222221
2,121.30879,312,0.18741426,388.8102243589744,102.6498904042279,1.074074,-1.1014492753623188
2,134.48335,62,0.20216607,2169.0862903225807,123.69316876852982,0.90923893,0.8125
2,34.271515,55,0.5625,623.1184545454546,32.14031735997639,1.75,10.666666666666666
2,154.71413,197,14.688188,785.3509137055838,151.00993344810135,2.115432,4.933333333333334
2,722.1267,263,10.171867,2745.7288973384034,593.8594109719909,4.0719137,6.522222222222222
2,163.78868,236,3.4625163,694.0198305084746,154.27572718998928,2.5489583,3.725
2,294.00616,115,0.010764192,2556.575304347826,290.5942188000305,0.26459688,0.2332155477031802
2,920.6914,466,0.08570532,1975.732618025751,901.2219482458247,0.28045222,0.022197558268590455
2,16.27936,30,0.045,542.6453333333333,22.847319317591726,0.3,-0.42857142857142855
2,180.86966,216,0.23939389,837.3595370370372,178.84630272946657,0.9846838,-0.41818181818181815
2,406.55124,279,0.02625644,1457.1729032258065,409.2725253422223,0.35867652,-0.4
2,12.727922,64,0.0,198.87378124999998,14.866068747318506,1.0,-1.1
2,14.950845,47,0.1875,318.103085106383,9.848857801796104,1.25,2.25
2,116.61516,545,2.0806,213.97277064220185,78.92401408950256,1.5883334,2.433333333333333
2,30.877054,128,0.5555556,241.226984375,28.635642126552707,1.6666666,4.666666666666667
2,268.5921,49,5.546773,5481.471428571429,174.9514218290323,4.510714,5.375
3,46.091045,195,0.12921876,236.36433333333335,39.6232255123179,0.6125,-0.9310344827586207
3,383.66626,1965,0.03318415,195.25000508905853,364.3638291598111,0.12881023,-0.38529411764705884
3,889.2477,365,0.041548684,2436.2950684931507,885.0316378525686,0.30739954,-0.24302325581395348
3,203.56201,131,0.014861496,1553.9084732824426,215.87033144922904,0.24050829,-0.23809523809523808
3,30.08351,112,0.111919366,268.60276785714285,30.083217912982647,0.2736111,-0.27586206896551724
3,258.27222,193,0.06257034,1338.198031088083,257.3285837212804,0.26384556,-0.1857707509881423
3,93.21779,192,0.14493227,485.50932291666663,91.706052144883,0.46800965,-0.5308641975308642
3,130.89265,96,0.03828797,1363.4651041666668,98.97979591815695,0.3289877,-0.32978723404255317
3,128.45306,462,0.06617844,278.0369264069264,124.16923934694937,0.1565735,-0.13821138211382114
3,37.47871,264,0.09297052,141.9648106060606,34.0147027033899,0.11904762,-0.029411764705882353
3,34.54299,199,0.029492896,173.58286432160804,32.2490309931942,0.12690061,-0.5714285714285714
3,41.62417,112,0.01496268,371.64437499999997,42.2965719651132,0.08214286,0.11904761904761904
3,8.0,128,0.010973937,62.5,7.0,0.037037037,0.0
3,24.064495,656,0.11621094,36.68368140243902,20.248456731316587,0.15625,-0.3684210526315789
3,192.26541,55,172.03194,3495.7347272727275,187.6725872363889,11.435715,-7.44
3,40.204308,55,0.32908162,730.9874181818182,47.4236228055175,0.96428573,1.09375
3,71.69522,136,0.0070555652,527.1707352941178,70.45565981523414,0.06359788,-0.11428571428571428
3,190.9435,128,0.84421974,1491.74609375,191.8593234638338,1.7115327,1.9655172413793103
3,7.4142137,48,0.22222222,154.46278541666666,2.23606797749979,0.6666667,0.5
3,64.09268,424,1.3044434,151.16198113207545,58.180752831155424,1.609375,1.8214285714285714
3,61.78217,120,1.84,514.8514166666666,62.16912416947821,2.9333334,-5.083333333333333
3,268.21198,97,0.6396646,2765.0719587628864,261.6295090390226,0.6656863,0.14285714285714285
3,20.077686,63,0.34653023,318.69342857142857,17.72004514666935,0.52527374,-3.4
3,72.92631,168,0.4084958,434.08517857142857,69.20260110718382,0.7443783,0.7636363636363637
3,41.40439,168,0.7768595,246.45470238095237,37.69615364994153,1.6363636,-2.5
3,16.414213,128,0.25,128.2360390625,15.033296378372908,1.5,-15.0
3,13.236068,112,0.0,118.17917857142857,12.0,2.0,-inf
3,47.4228,119,0.13962968,398.51092436974795,51.92301994298868,0.42783883,0.28
3,20.585947,88,0.24273829,233.93121590909092,18.681541692269406,0.820306,-0.2777777777777778
3,536.53827,80,0.04061883,6706.728375,390.2883549377306,0.8660442,-0.8118811881188119
3,12.414213,64,0.11923393,193.972078125,11.180339887498949,0.17223911,-0.18181818181818182
3,56.821777,80,0.481077,710.2722124999999,50.32891812864648,0.63602483,-1.1515151515151516
3,3.0,104,0.12244898,28.846153846153847,2.0,0.14285715,-0.0
3,361.29553,208,0.23671515,1736.9977403846153,355.78785814021256,0.48437256,-0.3185840707964602
3,37.23067,137,0.7217284,271.7567153284672,35.4682957019364,0.5222222,0.3939393939393939
3,503.87003,152,0.045743003,3314.9344078947365,498.9078071147013,0.53766614,-0.5883720930232558
3,40.50688,120,0.3888889,337.55733333333336,44.04543109109048,2.8333333,-22.0
3,34.686073,295,1.1750888,117.57990847457627,29.966648127543394,1.1841807,-0.48148148148148145
3,45.60887,272,0.8546713,167.67966911764705,41.400483088968905,1.2058823,-1.32
3,10.236068,82,0.6666667,124.8300975609756,10.44030650891055,1.0,-3.3333333333333335
3,53.007267,288,0.80626416,184.05301041666667,48.30113870293329,1.6309524,-1.9545454545454546
3,225.5805,363,0.0828499,621.4338842975206,223.2129028528593,0.6668674,0.7333333333333333
3,41.103577,88,2.1728394,467.0861022727273,39.84971769034255,2.7222223,3.1666666666666665
3,490.92694,624,2.7550807,786.741891025641,431.6676962664684,1.8113369,-1.2398523985239853
3,4.0,3712,-1.0,1.0775862068965516,3.1622776601683795,-1.0,3.0
3,192.12155,328,3.5926378,585.7364329268294,190.5465822312224,2.5260417,-2.6176470588235294
3,77.33416,80,0.28595555,966.677,85.70297544426332,0.99333334,-1.1228070175438596
3,423.18326,232,10.233189,1824.0657758620691,394.23977475642914,1.8606957,-1.2946058091286308
3,5.8284273,96,0.84,60.712784375000005,3.605551275463989,1.6,1.5
3,737.3039,528,5.578254,1396.4089015151515,563.7765514811697,1.5828719,0.3
3,57.831417,168,0.4060571,344.234625,56.85068161420758,1.2361112,-1.2222222222222223
3,637.2391,189,0.6748279,3371.6354497354496,488.082984747471,0.5855832,0.27176220806794055
3,429.58203,232,2.4470744,1851.6466810344828,426.38011210655685,1.4172947,-0.04225352112676056
3,74.96646,248,0.10000764,302.28411290322583,70.26378868236469,0.4025,0.453125
3,277.79083,464,0.14397386,598.6871336206897,270.9686328710392,0.19105834,0.14925373134328357
3,75.04489,201,0.1983812,373.35766169154226,71.30918594402827,0.3015873,-0.2608695652173913
3,474.71146,216,0.03575796,2197.738240740741,466.98393976666904,0.09993142,-0.09247311827956989
3,20.236069,304,0.038980152,66.56601644736843,15.132745950421556,0.19140212,7.5
3,20.823029,81,0.96484375,257.0744320987654,21.095023109728988,1.5625,-1.6363636363636365
3,365.16028,160,0.017987264,2282.25175,368.8793840810299,0.13141705,0.12568306010928962
3,129.99352,320,0.19163729,406.22974999999997,123.69316876852982,0.2899614,0.25
3,99.47379,184,0.08606843,540.6184239130434,96.46242791885346,0.21237001,0.31521739130434784
3,10.071068,64,0.24,157.36043750000002,8.06225774829855,0.4,-0.5714285714285714
3,6.8284273,40,0.96,170.71068250000002,5.385164807134504,1.2,-2.5
3,406.31174,160,0.15173994,2539.448375,398.62890010635203,0.84705096,-0.7689873417721519
3,9.828427,808,0.22222222,12.163894801980197,9.219544457292887,0.6666667,4.5
3,6.2426405,72,0.1875,86.70334027777778,5.0,0.75,0.75
3,6.2426405,232,0.1875,26.90793318965517,5.830951894845301,1.25,1.6666666666666667
3,272.52493,239,0.28616944,1140.2716736401671,266.58019431308094,0.97324526,0.6940639269406392
3,108.99403,128,0.29723445,851.515859375,106.10372283760829,0.9819876,-1.0547945205479452
3,127.613945,320,6.8469386,398.793578125,124.32618388738553,3.7857144,-13.777777777777779
3,499.13672,304,1.1696134,1641.897105263158,463.0874647407334,1.1366527,-0.7808219178082192
3,145.93156,48,0.5491041,3040.2408333333333,139.46325680981354,1.5385715,2.4339622641509435
3,247.29492,168,71.08998,1471.9935714285714,244.1823089414956,6.2856107,-5.333333333333333
3,3.4142137,24,0.25,142.25890416666667,3.1622776601683795,0.5,-0.3333333333333333
3,6.064495,96,1.8221372,63.17182291666666,3.1622776601683795,1.9642857,-3.0
3,60.523277,119,0.29289052,508.59896638655465,57.28001396647874,1.029293,-0.975609756097561
3,11.414213,64,0.0,178.347078125,12.165525060596439,1.0,-6.0
3,89.06734,424,0.5094518,210.06448113207549,83.81527307120105,1.6521739,-2.8214285714285716
3,32.57008,200,1.81,162.85039999999998,30.463092423455635,1.7,-2.3333333333333335
3,24.355762,152,0.6625,160.23527631578946,26.076809620810597,1.25,1.5714285714285714
3,64.39959,128,0.18650278,503.12179687500003,60.21627686929839,1.0116667,-1.4
3,8.472136,48,0.0,176.50283333333337,4.123105625617661,0.0,-4.0
3,56.168015,144,0.075711265,390.05565972222223,53.71219600798314,0.4715686,-0.4489795918367347
3,199.98982,152,0.14014041,1315.7225,201.4671189052943,0.50377566,-0.3526315789473684
3,209.75256,192,0.15579043,1092.4612499999998,205.30221625691235,0.35432208,-0.3626943005181347
3,36.433125,136,0.12276786,267.890625,37.16180835212409,0.375,-0.4411764705882353
3,123.194336,408,2.2055187,301.9469019607843,117.6860229593982,1.2195646,-0.45794392523364486
3,5.4142137,32,0.25,169.194178125,3.605551275463989,0.5,1.5
3,102.09572,272,2.7845292,375.3519117647059,99.92997548283498,3.5972223,3.064516129032258
3,51.303444,288,0.03296875,178.13695833333333,48.16637831516918,0.0875,0.08333333333333333
3,114.0,680,1.5046247,167.6470588235294,113.0,0.4224882,-0.0
4,427.8844,148,1.7618357,2891.1108108108106,411.4328620808017,2.467366,2.9029850746268657
4,153.59491,248,0.058472328,619.3343145161291,173.90802166662698,0.5615029,0.5866666666666667
4,1743.4672,69,0.35320365,25267.640579710147,1268.298072221195,0.8764066,-0.18108974358974358
4,457.8282,489,0.03070361,936.2539877300613,436.50544097410744,0.29578575,-0.0481651376146789
4,1396.6001,145,1.4093843,9631.724827586208,1376.763233094202,1.2054917,-0.10664718772826881
4,97.86087,245,7.417778,399.4321224489796,83.86298349093002,5.233333,-6.916666666666667
4,614.97,145,0.0015116977,4241.172413793103,670.7972868162184,0.12382163,0.13233082706766916
4,286.50162,220,0.45471635,1302.280090909091,328.89664029904594,1.2463057,0.9537815126050421
4,3.4142137,77,0.057279494,44.34043766233766,3.1622776601683795,0.22858496,3.0
4,159.09053,130,6.862827,1223.7733076923075,137.13132391981054,2.9140544,22.833333333333332
4,709.08044,127,0.87511265,5583.310551181102,661.1391684055635,0.8731964,-1.139908256880734
4,506.3229,218,1.1699878,2322.582110091743,417.3367944478416,1.5540285,-2.106145251396648
4,44.095757,302,2.7777777,146.01244039735099,42.95346318982906,2.8333333,-4.666666666666667
4,606.92975,138,0.12489419,4398.041666666667,602.9966832412928,0.4258768,-0.7906976744186046
4,46.002876,1056,0.0,43.56332954545455,7.810249675906654,1.4,-1.2
4,146.89282,476,20.228374,308.5983613445378,146.21901381147393,4.352941,-18.25
4,293.7859,198,0.0534587,1483.7671717171718,328.4417756619885,0.8165388,-0.8117647058823529
4,341.3543,137,0.05822835,2491.637226277372,394.6099339854485,0.6284083,-0.7611464968152867
4,251.00584,100,149.74,2510.0584000000003,225.31977276750482,16.6,-18.75
4,154.26604,111,2.18521,1389.7841441441442,190.90573590125572,3.6083791,4.325581395348837
4,209.31635,488,1.5527755,428.9269467213115,205.20477577288497,1.5675141,1.3524590163934427
4,459.2127,159,103.758766,2888.130188679245,426.42349841442837,6.1784573,22.42105263157895
4,651.8391,28,16.479883,23279.967857142856,561.6992077615919,3.4546783,-10.163636363636364
4,262.80753,118,117.96115,2227.1824576271183,298.88626599427414,5.903528,-0.07718120805369127
4,246.87563,216,7.4158497,1142.9427314814816,242.90327292978165,4.6182413,2.8271604938271606
4,300.69327,249,0.019684821,1207.6034939759036,303.0412513173743,0.13388887,-0.0165016501650165
4,249.29918,147,0.01079896,1695.9127891156463,236.8459414893994,0.12630579,0.0847457627118644
4,305.4225,191,0.07932279,1599.0706806282724,315.35694062442957,0.20598733,0.047619047619047616
4,52.94571,504,0.46212962,105.0510119047619,40.8166632639171,0.82222223,1.6666666666666667
4,122.06112,370,0.0431129,329.8949189189189,122.20065466273084,0.08317744,-0.05737704918032787
4,822.11664,159,0.07152134,5170.5449056603775,808.7502704790892,1.5800254,-1.4184549356223175
4,171.99873,138,0.08941914,1246.367608695652,193.74725804511402,0.30718505,0.08808290155440414
4,298.85184,467,2.6035323,639.9397002141327,198.82907232092595,2.299497,1.7653061224489797
2,491.21823,983,0.55393976,499.71335707019324,486.96303761168565,1.0987736,-1.4078014184397163
2,683.1075,417,0.9064312,1638.1474820143885,655.9885669735411,1.5661461,-1.6835820895522389
2,309.65277,584,0.115712106,530.2273458904109,257.1886467167631,0.37701592,-0.39748953974895396
2,137.50137,300,0.42790148,458.33790000000005,134.3800580443393,0.4991623,-0.9587628865979382
2,53.69217,336,1.4718792,159.798125,52.392747589718944,2.351852,-4.25
2,76.53033,518,0.75036985,147.74194980694983,56.753854494650845,1.4038461,-3.9285714285714284
2,180.38213,176,3.6371744,1024.8984659090909,94.93682109698007,1.199495,2.289473684210526
2,171.76562,144,0.2365949,1192.8168055555557,168.6801707374047,0.76088643,-0.7028985507246377
2,916.34515,633,4.0419607,1447.6226698262242,882.0957997859416,1.0612133,-1.5555555555555556
2,17.076117,36,0.73324263,474.33658333333335,15.652475842498529,1.4571428,-2.0
2,6.0,26,1.4545556,230.76923076923077,5.0,1.0543333,-inf
5,98.44516,266,7.681628,370.0945864661654,81.78630692236935,1.922865,4.705882352941177
5,97.0992,299,2.1150644,324.74648829431436,94.26027795418386,2.0459144,-13.428571428571429
5,114.65452,313,7.817883,366.30837060702873,111.07204868912791,3.8846154,-27.75
5,206.08348,483,7.122489,426.6738716356108,201.63581031156147,6.0133333,-12.5625
5,1133.5565,248,0.09802558,4570.792338709677,655.0,0.3095258,0.0
5,309.03168,300,0.10130944,1030.1055999999999,313.517144666763,0.40122294,-0.4858156028368794
5,471.02063,450,7.394328,1046.712511111111,463.7003342677251,2.3202453,3.2335766423357666
5,383.02985,308,3.9400163,1243.603409090909,381.08398024582453,1.3276906,0.26902173913043476
5,143.30612,384,0.23461391,373.1930208333333,137.03284277865654,0.55525565,-0.24812030075187969
5,162.05739,168,0.6223229,964.6273214285715,158.4455742518547,0.64923567,0.31788079470198677
5,446.19775,417,0.021121297,1070.0185851318945,443.02821580572044,0.08667866,-0.011286681715575621
5,952.856,839,0.14398107,1135.704410011919,944.171594573783,0.23085603,-0.06794055201698514
5,221.28302,150,2.1993322,1475.2201333333333,218.98401768165638,1.2556981,-2.6623376623376624
5,248.48608,816,2.7369933,304.51725490196077,213.74049686477292,1.7953169,-2.551282051282051
5,610.76544,304,0.35369635,2009.0968421052632,600.5539109855167,0.3203174,0.17060810810810811
5,813.4642,466,0.029331448,1745.631330472103,809.4819330905416,0.09424656,-0.09305210918114144
5,916.1108,877,11.015145,1044.5961231470924,837.6276022195066,1.7840106,-0.7627627627627628
5,5.8284273,192,0.74691355,30.356392187500003,4.123105625617661,0.8888889,0.25
5,390.56393,236,10.188777,1654.9319067796612,377.48244992317194,2.9141154,-1.634517766497462
