id,user_id,time,distance,startX,startY,endX,endY,duration,gradient,variance,velocity,displacement,efficiency,finalGradient,implify
70,2,1676932217237,1107.032,1348,745,1058,600,1018,2.3527853,11.568808,1087.4577603143418,324.2298567374695,0.29288209982861335,0.5,0.21251407852641718
71,2,1676932218641,4.0,1055,606,1053,606,288,0.33333334,0.22222222,13.888888888888888,2.0,0.5,-0.0,-0.0
72,2,1676932218938,501.67566,1051,606,549,598,203,0.043462303,0.006558781,2471.308669950739,502.06374097319554,1.000773569467563,0.01593625498007968,0.3666684432272188
73,2,1676932220573,7.3983455,751,894,753,891,276,1.4394848,5.2631426,26.80559963768116,3.605551275463989,0.4873456201070887,-1.5,-1.042039485238052
74,2,1676932222538,328.68634,763,636,1089,625,165,2.8201973,9.629717,1992.038424242424,326.18553002854065,0.9923915001412613,-0.03374233128834356,-0.011964528612357568
75,2,1676932223330,40.919746,1089,643,1123,663,136,0.4710575,0.20706682,300.88048529411765,39.44616584663204,0.9639885312736799,0.5882352941176471,1.2487547573653897
76,2,1676932223582,180.27153,1126,661,1264,563,283,1.0568376,0.6389559,637.0018727915194,169.2572007330855,0.9389014490146365,-0.7101449275362319,-0.6719527461326432
77,2,1676932224015,29.618864,1288,548,1300,549,266,0.25809523,0.1328517,111.34911278195487,12.041594578792296,0.40655153346841044,0.08333333333333333,0.32287823890946504
78,2,1676932224289,441.4094,1310,535,1428,110,185,4.4869046,36.362232,2385.996756756757,441.0770907675891,0.999247163217614,-3.6016949152542375,-0.8027126128900172
79,2,1676932224545,96.19248,1428,106,1481,46,193,0.87642854,0.7753656,498.4066321243523,80.05623023850174,0.8322504029265254,-1.1320754716981132,-1.2916917010691062
80,2,1676932227499,13.950845,1506,49,1496,56,118,0.6666667,0.26797387,118.2275,12.206555615733702,0.874968908029134,-0.7,-1.0499999475000026
81,2,1676932228729,87.763756,1445,70,1371,113,158,0.33962962,0.11888423,555.4668101265822,85.58621384311844,0.9751885942884947,-0.581081081081081,-1.7109258052377203
83,2,1676932231904,473.50125,533,129,863,453,565,1.3034778,0.94957536,838.0553097345133,462.46729614103526,0.976697096662438,0.9818181818181818,0.7532296919964282
84,2,1676932232552,76.40914,866,451,921,400,323,1.1243132,0.5140858,236.56080495356036,75.0066663703967,0.9816452111671026,-0.9272727272727272,-0.824745922464245
85,2,1676932233253,14.430753,928,415,933,413,49,0.8,0.56,294.5051632653061,5.385164807134504,0.3731728210672377,-0.4,-0.5
86,2,1676932233715,12.236068,941,424,948,431,22,1.1611111,0.08524691,556.1849090909092,9.899494936611665,0.8090421642484878,1.0,0.8612440273803256
87,2,1676932234020,177.14894,949,433,1100,519,482,0.60083663,0.23577277,367.52892116182574,173.7728402253931,0.9809420266663357,0.5695364238410596,0.9479056292574234
89,2,1676932235674,19.57649,1108,498,1110,490,1070,1.5,1.1666666,18.295785046728973,8.246211251235321,0.4212303253154841,-4.0,-2.6666666666666665
90,2,1676932235437,5.8863497,1103,501,1106,499,33,1.3,0.36,178.37423333333336,3.605551275463989,0.6125275356073373,-0.6666666666666666,-0.5128205128205128
91,2,1676932251756,722.26605,183,16,749,105,542,0.61958915,0.41164875,1332.5941881918818,572.9546229851017,0.793273646165567,0.15724381625441697,0.25378723345045173
92,2,1676932252998,77.552246,710,134,768,146,167,0.3620818,0.1257189,464.3847065868263,59.22837157984339,0.7637221954841049,0.20689655172413793,0.5714083163642523
93,2,1676932253948,380.6695,1015,145,1381,93,134,0.08722642,0.023854082,2840.817164179105,369.67553340733815,0.9711193920378126,-0.14207650273224043,-1.628824188041197
94,2,1676932254204,37.24082,1389,89,1415,65,162,1.0966667,0.6141,229.88160493827158,35.38361202590826,0.9501297776447528,-0.9230769230769231,-0.8417114544254175
95,2,1676932254609,161.53502,1419,64,1584,33,107,0.17114262,0.007935785,1509.6730841121496,167.88686666919483,1.0393217933126502,-0.18787878787878787,-1.0977907658465662
96,2,1676932255705,11.567196,1536,43,1528,46,43,0.2720238,0.122476265,269.0045581395349,8.54400374531753,0.7386408724566896,-0.375,-1.378555846951627
99,2,1676932331931,373.08386,729,228,740,465,283,5.9029913,58.65632,1318.317526501767,237.25513693068902,0.6359297797837972,21.545454545454547,3.6499214466832344
100,2,1676932335490,397.58145,1593,168,1678,146,73,1.7101712,16.210724,5446.321232876713,87.80091115700337,0.22083754450063847,-0.25882352941176473,-0.1513436370649703
101,2,1676932340394,139.51003,381,158,491,239,149,0.35744834,0.17879997,936.3089261744967,136.60527076214885,0.9791788501668938,0.7363636363636363,2.0600561087054885
103,2,1676932343122,97.187584,365,446,297,365,140,1.3223839,0.51154006,694.1970285714286,105.75916035975324,1.088196207858745,1.1911764705882353,0.9007796227617678
104,2,1676932342141,208.88766,271,547,382,475,956,5.8526382,23.635614,218.50173640167364,132.30646242719968,0.6333857271760317,-0.6486486486486487,-0.11083012933357962
105,2,1676932343402,422.89142,297,358,393,53,195,2.6845238,0.26817602,2168.673948717949,319.75146598569336,0.7561077166940237,-3.1770833333333335,-1.183481157191951
106,2,1676932342018,159.88347,251,390,257,397,121,1.2391047,1.6882046,1321.350991735537,9.219544457292887,0.057664150379603894,1.1666666666666667,0.9415400221358751
107,2,1676932344090,123.19488,383,165,317,289,156,2.9580026,8.826384,789.7107692307692,140.470637501223,1.140231132180355,-1.878787878787879,-0.6351542350868383
108,2,1676932344447,23.172169,320,290,344,277,131,0.63265306,0.06249711,176.886786259542,27.294688127912362,1.177908210833106,-0.5416666666666666,-0.8561827973560526
109,2,1676932346105,1153.3308,152,354,1358,466,281,0.17957158,0.15947162,4104.380071174377,1211.1894979729639,1.0501666113251844,0.09286898839137644,0.5171697458549758
111,2,1676932344811,330.43967,343,277,104,270,120,0.03610675,0.01223849,2753.6639166666664,239.10248848558643,0.7235889337547954,0.029288702928870293,0.8111697377601222
112,2,1676932803062,465.5513,815,44,1163,0,152,0.9695135,1.6229877,3062.8375,350.77058029430003,0.7534520476997917,-0.12643678160919541,-0.13041260550698408
114,2,1676932812728,411.63873,1234,610,1148,226,423,3.0276217,6.3385615,973.1412056737588,393.51238862328086,0.9559654132235829,4.465116279069767,1.4747933267454674
115,2,1676932813152,98.642136,1153,217,1217,129,158,1.5303571,0.10486926,624.3173164556962,108.81176406988355,1.1030961867034546,-1.375,-0.8984831056751394
116,2,1676932815190,65.38537,1229,67,1286,42,246,1.403467,3.05192,265.79418699186994,62.24146527838174,0.9519173062472804,-0.43859649122807015,-0.31250930105807273
117,2,1676932818118,157.89343,1324,45,1373,139,39,0.28988096,0.41139594,4048.549487179487,106.00471687618433,0.6713687635779674,1.9183673469387754,6.61777630010186
118,2,1676932819417,777.65375,1345,96,544,255,333,0.32039338,0.093590766,2335.2965465465463,816.6284344792311,1.050118300695176,-0.19850187265917604,-0.6195567232355925
119,2,1676932819845,225.33342,543,255,371,303,161,0.26213807,0.065945,1399.586459627329,178.5721142843977,0.7924794923203035,-0.27906976744186046,-1.0645907610514584
120,2,1676932820015,594.9377,406,294,1030,196,240,0.111143865,0.011802228,2478.907083333333,631.6486365060879,1.0617055138816853,-0.15705128205128205,-1.4130449939929843
121,2,1676932820297,85.79172,1031,196,1118,222,97,0.3313492,0.101871535,884.4507216494844,90.80198235721508,1.058400302001348,0.2988505747126437,0.9019203146186673
123,2,1676932823597,191.80615,1192,95,1097,258,204,2.364143,1.445024,940.226225490196,188.66372200293304,0.9836166463011381,-1.7157894736842105,-0.7257553683022603
124,2,1676932824301,419.62955,873,293,1246,79,136,0.59740937,0.014923329,3085.5113970588236,430.0290687848904,1.024782617870668,-0.5737265415549598,-0.9603574539765919
125,2,1676932824069,194.42844,1067,258,874,294,159,0.18212421,0.026692014,1222.8203773584905,196.32880583347927,1.0097741144941514,-0.18652849740932642,-1.024182877220587
126,2,1676932823941,26.0,1095,259,1070,258,64,0.071428575,0.030612245,406.25,25.019992006393608,0.9623073848612926,0.04,0.5599999720000015
127,2,1676932825054,102.33718,1245,72,1213,166,181,2.8983333,2.2103584,565.3987845303867,99.29753269845128,0.9702977226698183,-2.9375,-1.0135135251697933
128,2,1676932825976,691.7644,1215,205,670,532,513,2.445538,9.503452,1348.4686159844055,635.5737565381378,0.9187719930920668,-0.6,-0.24534478711841728
129,2,1676932846183,1.0,638,600,637,600,29,0.0,0.0,34.48275862068965,1.0,1.0,-0.0,
130,2,1676932879668,85.34943,629,598,598,523,50,2.4133334,0.3673778,1706.9886,81.15417426109393,0.9508461188445422,2.4193548387096775,1.002495071219616
131,2,1676932879868,62.762566,572,706,574,767,83,7.225926,42.68484,756.1754939759036,61.032778078668514,0.9724391778160969,30.5,4.220912309370453
132,2,1676932881669,71.61281,1128,683,1133,623,114,3.0,7.1,628.1825438596491,60.207972893961475,0.8407430583154254,-12.0,-4.0
133,2,1676932881875,1131.0057,1128,618,184,303,416,0.7964907,0.28976795,2718.7637019230765,995.1688298977215,0.8798972718684985,0.3336864406779661,0.4189458090068925
135,2,1676932914265,539.0231,527,0,1049,112,282,0.21843562,0.019193871,1911.4294326241134,533.8801363602133,0.990458732399805,0.21455938697318008,0.9822545744745298
136,2,1676932914610,129.62682,1051,112,1174,74,136,0.38183498,0.1169046,953.1383823529412,128.73616430514,0.9931290785744801,-0.3089430894308943,-0.8091010662011489
137,2,1676932917042,27.591831,1167,99,1155,119,1008,1.5294118,0.71972317,27.372848214285714,23.323807579381203,0.8453156870735111,-1.6666666666666667,-1.0897435645956612
138,2,1676932918555,34.98354,1154,117,1145,87,245,2.8333333,1.3333334,142.78995918367346,31.32091952673165,0.8953044639488071,3.3333333333333335,1.1764706020761249
139,2,1676932919210,12.812559,1144,84,1140,72,115,2.25,0.6875,111.41355652173914,12.649110640673518,0.9872431136257416,3.0,1.3333333333333333
140,2,1676932920265,23.219822,769,326,752,342,64,0.88095236,0.037414964,362.80971875,23.345235059857504,1.0054011206398354,-0.9411764705882353,-1.0683625055368888
141,2,1676932919561,458.2275,1138,72,769,325,696,0.707634,0.21046004,658.3728448275863,447.4036209062238,0.9763788094477608,-0.6856368563685636,-0.9689145184778624
144,2,1676932935999,158.8595,753,410,790,548,284,2.6737156,3.4216733,559.3644366197184,142.87407042567241,0.8993737889498105,3.72972972972973,1.3949612777550948
145,2,1676932936497,18.658274,789,549,777,531,69,1.5,0.125,270.40976811594203,21.633307652783937,1.1594484920086359,1.5,1.0
146,2,1676932937232,394.38135,776,527,596,277,915,2.3666663,15.025994,431.017868852459,308.05843601498725,0.7811181639674069,1.3888888888888888,0.5868545510150244
148,2,1676932996405,926.18866,193,3,950,1,434,0.36970237,0.09592758,2134.075253456221,757.0026420033156,0.8173309334226955,-0.002642007926023778,-0.0071463104930157145
149,2,1676932997090,23.682224,1098,4,1148,18,83,0.15506756,0.02605677,285.32800000000003,51.92301994298868,2.1924891827299953,0.28,1.8056645761370078
150,2,1676933039794,2.236068,584,598,583,596,21,2.0,0.0,106.47942857142857,2.23606797749979,0.9999999899376002,2.0,1.0
151,2,1676933066830,365.31006,577,600,661,727,287,2.532568,7.130863,1272.8573519163765,152.26621424334422,0.41681363563692775,1.5119047619047619,0.5969848635474988
152,2,1676933067270,10.472136,661,729,662,741,40,2.0,0.0,261.8034,12.041594578792296,1.1498699576468732,12.0,6.0
154,2,1676933068013,116.44916,669,756,560,742,101,0.64408344,0.63717043,1152.9619801980198,109.89540481748998,0.9437200304191973,0.12844036697247707,0.19941572627993212
156,2,1676960336150,8.414213,795,4,796,9,104,1.0,0.0,80.90589423076923,5.0990195135927845,0.6060007648478574,5.0,5.0
157,2,1676960341448,34.21052,810,12,835,21,143,0.22965369,0.072289035,239.23440559440562,26.570660511172846,0.7766809890984657,0.36,1.5675776862109205
158,2,1676960341596,20.596256,832,21,824,4,648,1.0833334,1.0347222,31.784345679012343,18.788294228055936,0.9122189114398236,2.125,1.96153834082841
159,2,1676960343942,3.0,823,4,820,4,249,0.0,0.0,12.048192771084338,3.0,1.0,-0.0,
161,2,1676960336150,8.414213,795,4,796,9,104,1.0,0.0,80.90589423076923,5.0990195135927845,0.6060007648478574,5.0,5.0
162,2,1676960341448,34.21052,810,12,835,21,143,0.22965369,0.072289035,239.23440559440562,26.570660511172846,0.7766809890984657,0.36,1.5675776862109205
164,2,1676960368806,14.0,338,130,330,128,2447,0.3880776,0.063578226,5.721291377196567,8.246211251235321,0.5890150893739515,0.25,0.6442010566958772
165,2,1676960371301,316.88187,334,128,595,315,185,0.8153439,0.38728738,1712.874972972973,321.0763149159402,1.0132366200563643,0.7164750957854407,0.8787397511472652
166,2,1676960371677,20.472136,599,317,619,319,59,0.3,0.16,346.9853559322034,20.09975124224178,0.9818101658880041,0.1,0.33333333333333337
167,2,1676960374332,297.1196,860,329,678,553,175,1.2168846,0.052960195,1697.8262857142856,288.61739379323626,0.971384566326948,-1.2307692307692308,-1.0114099814963808
168,2,1676960374775,292.7909,672,548,418,694,583,0.7206683,0.23199733,502.2142367066895,292.97098832478275,1.0006150748700957,-0.5748031496062992,-0.7975973823273469
169,2,1676960375495,147.32413,418,694,456,555,313,2.0324917,1.1189675,470.6841214057508,144.10065926289164,0.9781198725754677,-3.6578947368421053,-1.7997095569158317
170,2,1676960378205,474.6349,525,537,253,177,646,1.1644212,0.5482695,734.7289473684211,451.2028368705144,0.9506313945108427,1.3235294117647058,1.1366414590911826
171,2,1676960381738,31.963305,699,125,704,152,154,0.52161974,1.6278446,207.55392857142857,27.459060435491963,0.8590807626273931,5.4,10.352368949840741
172,2,1676960381901,387.97015,704,156,751,532,504,4.916905,13.766827,769.7820436507936,378.92611417003184,0.9766888359066589,8.0,1.6270397740041755
174,2,1676960390121,254.21436,1086,234,1149,466,184,2.3992348,5.0607753,1381.5997826086957,240.40174708183798,0.9456654890850303,3.6825396825396823,1.5348809055869324
175,2,1676960390378,204.43126,1150,460,1168,258,206,4.4383335,9.267391,992.3847572815534,202.8003944769339,0.992022425909491,-11.222222222222221,-2.5284765604527517
176,2,1676960396627,121.30879,712,519,643,595,312,1.074074,0.18741426,388.8102243589744,102.6498904042279,0.8461867470958032,-1.1014492753623188,-1.0254873270950782
177,2,1676960426469,134.48335,803,591,899,669,62,0.90923893,0.20216607,2169.0862903225807,123.69316876852982,0.9197656718733569,0.8125,0.8936045006343932
178,2,1676960426685,34.271515,899,676,902,708,55,1.75,0.5625,623.1184545454546,32.14031735997639,0.9378143148902636,10.666666666666666,6.095238095238095
179,2,1676960427829,154.71413,849,742,819,594,197,2.115432,14.688188,785.3509137055838,151.00993344810135,0.9760578005906851,4.933333333333334,2.3320689737761993
180,2,1676960428092,722.1267,819,593,729,6,263,4.0719137,10.171867,2745.7288973384034,593.8594109719909,0.8223756453985026,6.522222222222222,1.601758461192884
183,2,1676960434753,163.78868,467,149,507,298,236,2.5489583,3.4625163,694.0198305084746,154.27572718998928,0.9419193511419061,3.725,1.4613813023147535
184,2,1676960434056,294.00616,757,216,474,150,115,0.26459688,0.010764192,2556.575304347826,290.5942188000305,0.9883950009755934,0.2332155477031802,0.881399462091844
186,2,1676960686519,920.6914,398,6,1299,26,466,0.28045222,0.08570532,1975.732618025751,901.2219482458247,0.9788534445372518,0.022197558268590455,0.0791491622658236
187,2,1676960687186,16.27936,1298,26,1277,35,30,0.3,0.045,542.6453333333333,22.847319317591726,1.4034531650870627,-0.42857142857142855,-1.4285714285714286
188,2,1676960688770,180.86966,1215,114,1050,183,216,0.9846838,0.23939389,837.3595370370372,178.84630272946657,0.9888131747992812,-0.41818181818181815,-0.42468640002183256
189,2,1676960688994,406.55124,1049,183,669,335,279,0.35867652,0.02625644,1457.1729032258065,409.2725253422223,1.006693585148633,-0.4,-1.1152109984785177
190,2,1676960689369,12.727922,669,335,659,346,64,1.0,0.0,198.87378124999998,14.866068747318506,1.167988674609925,-1.1,-1.1
191,2,1676960694785,14.950845,649,354,653,363,47,1.25,0.1875,318.103085106383,9.848857801796104,0.6587492413837549,2.25,1.8
192,2,1676960697379,116.61516,666,397,696,470,545,1.5883334,2.0806,213.97277064220185,78.92401408950256,0.6767903426064207,2.433333333333333,1.532004132969396
193,2,1676960698074,30.877054,696,471,702,499,128,1.6666666,0.5555556,241.226984375,28.635642126552707,0.9274084932634022,4.666666666666667,2.8000001120000046
194,2,1676960699267,268.5921,677,447,645,275,49,4.510714,5.546773,5481.471428571429,174.9514218290323,0.6513647342160559,5.375,1.1916073597217647
197,3,1676939403263,46.091045,655,220,684,193,195,0.6125,0.12921876,236.36433333333335,39.6232255123179,0.8596729692789109,-0.9310344827586207,-1.5200562983814214
198,3,1676939404441,383.66626,685,193,1025,62,1965,0.12881023,0.03318415,195.25000508905853,364.3638291598111,0.949689527454958,-0.38529411764705884,-2.991176381309612
199,3,1676939402759,889.2477,1516,11,656,220,365,0.30739954,0.041548684,2436.2950684931507,885.0316378525686,0.9952588439110593,-0.24302325581395348,-0.7905778122307973
200,3,1676939406414,203.56201,1008,71,798,121,131,0.24050829,0.014861496,1553.9084732824426,215.87033144922904,1.0604647274274264,-0.23809523809523808,-0.9899668659871893
201,3,1676939406606,30.08351,797,121,768,129,112,0.2736111,0.111919366,268.60276785714285,30.083217912982647,0.9999902907932833,-0.27586206896551724,-1.0082268919847084
202,3,1676939406838,258.27222,769,129,1022,82,193,0.26384556,0.06257034,1338.198031088083,257.3285837212804,0.9963463500692423,-0.1857707509881423,-0.7040889791290872
203,3,1676939407342,93.21779,1023,82,942,125,192,0.46800965,0.14493227,485.50932291666663,91.706052144883,0.9837827322969469,-0.5308641975308642,-1.1343018194835603
204,3,1676939407646,130.89265,942,124,1036,93,96,0.3289877,0.03828797,1363.4651041666668,98.97979591815695,0.7561906334554075,-0.32978723404255317,-1.002430285516915
206,3,1676939415808,128.45306,348,112,225,129,462,0.1565735,0.06617844,278.0369264069264,124.16923934694937,0.9666506920656415,-0.13821138211382114,-0.8827252511684361
207,3,1676939415470,37.47871,383,110,349,111,264,0.11904762,0.09297052,141.9648106060606,34.0147027033899,0.9075739987686317,-0.029411764705882353,-0.24705882155294118
208,3,1676939414975,34.54299,355,127,383,111,199,0.12690061,0.029492896,173.58286432160804,32.2490309931942,0.9335911857425832,-0.5714285714285714,-4.502961580945682
209,3,1676939416342,41.62417,224,129,182,124,112,0.08214286,0.01496268,371.64437499999997,42.2965719651132,1.0161541230759246,0.11904761904761904,1.4492753119092645
210,3,1676939417358,8.0,178,127,185,127,128,0.037037037,0.010973937,62.5,7.0,0.875,0.0,0.0
211,3,1676939417622,24.064495,186,127,205,120,656,0.15625,0.11621094,36.68368140243902,20.248456731316587,0.8414245439730436,-0.3684210526315789,-2.357894736842105
213,3,1676939467847,192.26541,362,22,337,208,55,11.435715,172.03194,3495.7347272727275,187.6725872363889,0.9761120694377053,-7.44,-0.650593338501353
